date,new_cases,new_deaths,new_tests,year,month,day,weekday,total_new_cases,location,continent,population,life_expectancy,hospital_beds_per_thousand,gdp_per_capita
2020-05-08,1401.0,274.0,45428.0,2020,5,8,4,215858.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-09,1327.0,243.0,36091.0,2020,5,9,5,217185.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-10,1083.0,194.0,31384.0,2020,5,10,6,218268.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-11,802.0,165.0,25823.0,2020,5,11,0,219070.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-12,744.0,179.0,39620.0,2020,5,12,1,219814.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-13,1402.0,172.0,37049.0,2020,5,13,2,221216.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-14,888.0,195.0,41131.0,2020,5,14,3,222104.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-15,992.0,262.0,39027.0,2020,5,15,4,223096.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-16,789.0,242.0,40657.0,2020,5,16,5,223885.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-17,875.0,153.0,33505.0,2020,5,17,6,224760.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-18,675.0,145.0,26101.0,2020,5,18,0,225435.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-19,451.0,99.0,40226.0,2020,5,19,1,225886.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-20,813.0,162.0,38617.0,2020,5,20,2,226699.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-21,665.0,161.0,40644.0,2020,5,21,3,227364.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-22,642.0,156.0,42987.0,2020,5,22,4,228006.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-23,652.0,130.0,42579.0,2020,5,23,5,228658.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-24,669.0,119.0,34206.0,2020,5,24,6,229327.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-25,531.0,50.0,20676.0,2020,5,25,0,229858.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-26,300.0,92.0,33944.0,2020,5,26,1,230158.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-27,397.0,78.0,37299.0,2020,5,27,2,230555.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-28,584.0,117.0,39838.0,2020,5,28,3,231139.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-29,593.0,70.0,38233.0,2020,5,29,4,231732.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-30,516.0,87.0,36051.0,2020,5,30,5,232248.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-05-31,416.0,111.0,28948.0,2020,5,31,6,232664.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-01,355.0,75.0,18053.0,2020,6,1,0,233019.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-02,178.0,60.0,25628.0,2020,6,2,1,233197.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-03,318.0,55.0,20035.0,2020,6,3,2,233515.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-04,321.0,71.0,27451.0,2020,6,4,3,233836.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-05,177.0,88.0,40470.0,2020,6,5,4,234013.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-06,518.0,85.0,34036.0,2020,6,6,5,234531.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-07,270.0,72.0,27894.0,2020,6,7,6,234801.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-08,197.0,53.0,16301.0,2020,6,8,0,234998.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-09,280.0,65.0,32200.0,2020,6,9,1,235278.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-10,283.0,79.0,37865.0,2020,6,10,2,235561.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-11,202.0,71.0,32991.0,2020,6,11,3,235763.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-12,379.0,53.0,37651.0,2020,6,12,4,236142.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-13,163.0,56.0,32880.0,2020,6,13,5,236305.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-14,346.0,78.0,29545.0,2020,6,14,6,236651.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-15,338.0,44.0,17463.0,2020,6,15,0,236989.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-16,301.0,26.0,27762.0,2020,6,16,1,237290.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-17,210.0,34.0,33957.0,2020,6,17,2,237500.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-18,328.0,43.0,32921.0,2020,6,18,3,237828.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-19,331.0,66.0,28570.0,2020,6,19,4,238159.0,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-20,297.5,47.0,29875.0,2020,6,20,5,238456.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-21,264.0,49.0,24581.0,2020,6,21,6,238720.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-22,224.0,24.0,16152.0,2020,6,22,0,238944.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-23,221.0,23.0,23225.0,2020,6,23,1,239165.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-24,113.0,18.0,30237.0,2020,6,24,2,239278.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-25,577.0,-31.0,29421.0,2020,6,25,3,239855.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-26,296.0,34.0,28331.0,2020,6,26,4,240151.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-27,255.0,30.0,29721.0,2020,6,27,5,240406.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-28,175.0,8.0,21183.0,2020,6,28,6,240581.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-29,174.0,22.0,15484.0,2020,6,29,0,240755.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-06-30,126.0,6.0,28471.0,2020,6,30,1,240881.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-01,142.0,23.0,29325.0,2020,7,1,2,241023.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-02,182.0,21.0,29147.0,2020,7,2,3,241205.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-03,201.0,30.0,25680.0,2020,7,3,4,241406.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-04,223.0,15.0,28946.0,2020,7,4,5,241629.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-05,235.0,21.0,21166.0,2020,7,5,6,241864.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-06,192.0,7.0,13771.0,2020,7,6,0,242056.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-07,208.0,8.0,22490.0,2020,7,7,1,242264.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-08,137.0,30.0,28679.0,2020,7,8,2,242401.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-09,193.0,15.0,29947.0,2020,7,9,3,242594.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-10,214.0,12.0,27251.0,2020,7,10,4,242808.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-11,276.0,12.0,25449.0,2020,7,11,5,243084.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-12,188.0,7.0,23061.0,2020,7,12,6,243272.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-13,234.0,9.0,14006.0,2020,7,13,0,243506.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-14,169.0,13.0,24222.0,2020,7,14,1,243675.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-15,114.0,17.0,28392.0,2020,7,15,2,243789.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-16,162.0,13.0,28089.0,2020,7,16,3,243951.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-17,230.0,20.0,28661.0,2020,7,17,4,244181.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-18,231.0,11.0,27569.0,2020,7,18,5,244412.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-19,249.0,14.0,20621.0,2020,7,19,6,244661.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-20,218.0,3.0,14121.0,2020,7,20,0,244879.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-21,190.0,13.0,23915.0,2020,7,21,1,245069.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-22,128.0,15.0,29288.0,2020,7,22,2,245197.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-23,280.0,9.0,33018.0,2020,7,23,3,245477.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-24,306.0,10.0,28970.0,2020,7,24,4,245783.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-25,252.0,5.0,28059.0,2020,7,25,5,246035.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-26,274.0,5.0,25177.0,2020,7,26,6,246309.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-27,254.0,5.0,19374.0,2020,7,27,0,246563.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-28,168.0,5.0,25341.0,2020,7,28,1,246731.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-29,202.0,11.0,30875.0,2020,7,29,2,246933.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-30,288.0,6.0,33396.0,2020,7,30,3,247221.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-07-31,382.0,3.0,29686.0,2020,7,31,4,247603.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-01,379.0,9.0,31905.0,2020,8,1,5,247982.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-02,295.0,5.0,24496.0,2020,8,2,6,248277.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-03,238.0,8.0,13467.0,2020,8,3,0,248515.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-04,159.0,12.0,23491.0,2020,8,4,1,248674.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-05,190.0,5.0,29739.0,2020,8,5,2,248864.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-06,384.0,10.0,32169.0,2020,8,6,3,249248.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-07,401.0,6.0,30392.0,2020,8,7,4,249649.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-08,552.0,3.0,26631.0,2020,8,8,5,250201.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-09,347.0,13.0,22773.0,2020,8,9,6,250548.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-10,463.0,2.0,10904.0,2020,8,10,0,251011.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-11,259.0,4.0,22063.0,2020,8,11,1,251270.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-12,412.0,6.0,27330.0,2020,8,12,2,251682.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-13,476.0,10.0,25629.0,2020,8,13,3,252158.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-14,522.0,6.0,24868.0,2020,8,14,4,252680.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-15,574.0,3.0,25937.0,2020,8,15,5,253254.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-16,629.0,158.0,22470.0,2020,8,16,6,253883.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-17,477.0,4.0,21379.0,2020,8,17,0,254360.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-18,320.0,4.0,32687.0,2020,8,18,1,254680.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-19,401.0,5.0,41290.0,2020,8,19,2,255081.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-20,642.0,7.0,49662.0,2020,8,20,3,255723.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-21,840.0,6.0,44943.0,2020,8,21,4,256563.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-22,947.0,9.0,46613.0,2020,8,22,5,257510.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-23,1071.0,3.0,47463.0,2020,8,23,6,258581.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-24,1209.0,7.0,33358.0,2020,8,24,0,259790.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-25,953.0,4.0,45798.0,2020,8,25,1,260743.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-26,876.0,4.0,58054.0,2020,8,26,2,261619.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-27,1366.0,13.0,57640.0,2020,8,27,3,262985.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-28,1409.0,5.0,65135.0,2020,8,28,4,264394.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-29,1460.0,9.0,64294.0,2020,8,29,5,265854.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-30,1444.0,1.0,53541.0,2020,8,30,6,267298.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-08-31,1365.0,4.0,42583.0,2020,8,31,0,268663.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-09-01,996.0,6.0,54395.0,2020,9,1,1,269659.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-09-02,975.0,8.0,,2020,9,2,2,270634.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
2020-09-03,1326.0,6.0,,2020,9,3,3,271960.5,Italy,Europe,60461828.0,83.51,3.18,35220.084
